,Fallas
22997,7
22998,7
22999,4
23000,6
23001,9
23002,3
23003,1
23004,4
23005,4
23006,5
23007,5
23008,4
23009,5
23010,4
23011,4
23012,4
23013,5
23014,8
23015,3
23016,4
23017,0
23018,7
23019,4
23020,3
23021,0
23022,3
23023,4
23024,5
23025,6
23026,3
23027,1
23028,4
23029,9
23030,3
23031,5
23032,8
23033,6
23034,3
23035,4
23036,3
23037,6
23038,5
23039,3
23040,7
23041,4
23042,7
23043,3
23044,1
23045,5
23046,6
23047,3
23048,2
23049,4
23050,5
23051,6
23052,2
23053,4
23054,4
23055,4
23056,5
23057,2
23058,1
23059,3
23060,4
23061,2
23062,4
23063,2
23064,4
23065,3
23066,9
23067,1
23068,4
23069,6
23070,4
23071,5
23072,4
23073,5
23074,3
23075,3
23076,4
23077,2
23078,10
23079,1
23080,3
23081,3
23082,5
23083,4
23084,5
23085,4
23086,2
23087,4
23088,4
23089,2
23090,5
23091,3
23092,4
23093,3
23094,5
23095,2
23096,4
23097,7
23098,8
23099,3
23100,5
23101,2
23102,7
23103,1
23104,3
23105,2
23106,4
23107,1
23108,8
23109,2
23110,5
23111,2
23112,7
23113,4
23114,6
23115,10
23116,3
23117,3
23118,6
23119,5
23120,4
23121,0
23122,2
23123,1
23124,5
23125,2
23126,10
23127,5
23128,2
23129,2
23130,4
23131,2
23132,1
23133,2
23134,7
23135,5
23136,4
23137,4
23138,4
23139,1
23140,5
23141,3
23142,7
23143,7
23144,1
23145,5
23146,3
23147,5
23148,5
23149,4
23150,5
23151,7
23152,2
23153,6
23154,5
23155,3
23156,5
23157,3
23158,5
23159,3
23160,3
23161,8
23162,4
23163,5
23164,7
23165,1
23166,12
23167,4
23168,7
23169,3
23170,3
23171,6
23172,5
23173,4
23174,4
23175,4
23176,6
23177,4
23178,8
23179,5
23180,4
23181,4
23182,5
23183,3
23184,5
23185,6
23186,3
23187,4
23188,2
23189,7
23190,4
23191,5
23192,1
23193,3
23194,1
23195,6
23196,4
23197,4
23198,4
23199,7
23200,2
23201,1
23202,4
23203,4
23204,3
23205,1
23206,1
23207,5
23208,3
23209,3
23210,4
23211,4
23212,3
23213,3
23214,5
23215,1
23216,6
23217,6
23218,2
23219,5
23220,6
23221,2
23222,7
23223,4
23224,4
23225,2
23226,3
23227,3
23228,3
23229,7
23230,5
23231,3
23232,5
23233,2
23234,6
23235,2
23236,7
23237,6
23238,4
23239,2
23240,3
23241,7
23242,6
23243,6
23244,7
23245,4
23246,2
23247,5
23248,0
23249,3
23250,6
23251,1
23252,4
23253,3
23254,5
23255,7
23256,3
23257,1
23258,3
23259,5
23260,3
23261,1
23262,5
23263,8
23264,2
23265,6
23266,4
23267,5
23268,4
23269,6
23270,5
23271,6
23272,4
23273,5
23274,9
23275,4
23276,7
23277,6
23278,4
23279,1
23280,7
23281,5
23282,5
23283,3
23284,1
23285,5
23286,6
23287,2
23288,1
23289,3
23290,4
23291,4
23292,2
23293,7
23294,3
23295,3
23296,3
23297,4
23298,4
23299,3
23300,5
23301,1
23302,4
23303,4
23304,7
23305,9
23306,4
23307,3
23308,3
23309,5
23310,0
23311,5
23312,1
23313,5
23314,2
23315,3
23316,3
23317,4
23318,7
23319,4
23320,4
23321,6
23322,4
23323,6
23324,4
23325,5
23326,6
23327,5
23328,2
23329,4
23330,7
23331,8
23332,6
23333,3
23334,2
23335,3
23336,2
23337,3
23338,5
23339,4
23340,6
23341,4
23342,8
23343,3
23344,4
23345,5
23346,9
23347,1
23348,6
23349,3
23350,7
23351,5
23352,1
23353,2
23354,2
23355,5
23356,7
23357,3
23358,5
23359,10
23360,4
23361,3
23362,3
23363,5
23364,3
23365,1
23366,4
23367,1
23368,3
23369,2
23370,0
23371,4
23372,4
23373,3
23374,2
23375,1
23376,4
23377,1
23378,4
23379,4
23380,6
23381,3
23382,1
23383,2
23384,5
23385,5
23386,3
23387,3
23388,7
23389,2
23390,2
23391,1
23392,3
23393,5
23394,5
23395,6
23396,6
23397,5
23398,4
23399,4
23400,4
23401,0
23402,4
23403,3
23404,2
23405,3
23406,3
23407,2
23408,2
23409,2
23410,5
23411,5
23412,2
23413,4
23414,2
23415,1
23416,4
23417,6
23418,4
23419,5
23420,6
23421,6
23422,4
23423,0
23424,1
23425,4
23426,4
23427,6
23428,5
23429,7
23430,4
23431,0
23432,4
23433,1
23434,2
23435,2
23436,9
23437,3
23438,2
23439,2
23440,1
23441,6
23442,4
23443,0
23444,1
23445,3
23446,5
23447,3
23448,4
23449,6
23450,2
23451,8
23452,5
23453,4
23454,7
23455,8
23456,4
23457,2
23458,7
23459,5
23460,6
23461,5
23462,6
23463,5
23464,3
23465,7
23466,6
23467,5
23468,4
23469,4
23470,4
23471,4
23472,3
23473,1
23474,4
23475,6
23476,3
23477,2
23478,2
23479,7
23480,6
23481,4
23482,8
23483,6
23484,5
23485,5
23486,2
23487,3
23488,5
23489,6
23490,3
23491,5
23492,3
23493,7
23494,4
23495,2
23496,4
23497,4
23498,3
23499,4
23500,1
23501,1
23502,4
23503,4
23504,0
23505,0
23506,4
23507,5
23508,5
23509,2
23510,6
23511,3
23512,1
23513,6
23514,4
23515,4
23516,8
23517,6
23518,5
23519,6
23520,1
23521,4
23522,0
23523,1
23524,5
23525,4
23526,5
23527,3
23528,3
23529,2
23530,5
23531,3
23532,5
23533,1
23534,1
23535,5
23536,1
23537,5
23538,1
23539,1
23540,2
23541,5
23542,4
23543,5
23544,1
23545,4
23546,3
23547,5
23548,5
23549,2
23550,4
23551,5
23552,5
23553,3
23554,6
23555,6
23556,2
23557,5
23558,0
23559,1
23560,7
23561,5
23562,2
23563,2
23564,4
23565,5
23566,9
23567,4
23568,7
23569,1
23570,5
23571,2
23572,9
23573,6
23574,3
23575,6
23576,6
23577,1
23578,5
23579,4
23580,6
23581,9
23582,3
23583,9
23584,2
23585,5
23586,5
23587,2
23588,1
23589,3
23590,8
23591,2
23592,4
23593,3
23594,4
23595,4
23596,2
23597,8
23598,2
23599,5
23600,5
23601,4
23602,0
23603,2
23604,5
23605,5
23606,7
23607,2
23608,5
23609,4
23610,5
23611,1
23612,5
23613,3
23614,6
23615,0
23616,2
23617,3
23618,8
23619,5
23620,3
23621,2
23622,7
23623,3
23624,2
23625,2
23626,4
23627,3
23628,5
23629,3
23630,2
23631,5
23632,4
23633,4
23634,6
23635,5
23636,3
23637,6
23638,1
23639,6
23640,2
23641,6
23642,2
23643,7
23644,3
23645,3
23646,5
23647,3
23648,7
23649,3
23650,7
23651,5
23652,6
23653,3
23654,7
23655,5
23656,4
23657,7
23658,5
23659,3
23660,2
23661,7
23662,4
23663,4
23664,4
23665,3
23666,1
23667,6
23668,2
23669,2
23670,2
23671,1
23672,6
23673,4
23674,2
23675,4
23676,9
23677,5
23678,2
23679,2
23680,3
23681,4
23682,3
23683,4
23684,5
23685,1
23686,2
23687,7
23688,3
23689,3
23690,5
23691,2
23692,5
23693,3
23694,4
23695,2
23696,6
23697,2
23698,8
23699,6
23700,7
23701,6
23702,1
23703,0
23704,8
23705,5
23706,5
23707,5
23708,4
23709,2
23710,2
23711,3
23712,3
23713,3
23714,4
23715,5
23716,5
23717,6
23718,5
23719,2
23720,4
23721,4
23722,7
23723,2
23724,6
23725,3
23726,4
23727,5
23728,3
23729,7
23730,3
23731,3
23732,6
23733,5
23734,4
23735,8
23736,4
23737,7
23738,2
23739,4
23740,4
23741,8
23742,5
23743,3
23744,1
23745,7
23746,2
23747,4
23748,5
23749,4
23750,4
23751,8
23752,3
23753,6
23754,0
23755,4
23756,1
23757,3
23758,3
23759,4
23760,4
23761,5
23762,5
23763,4
23764,4
23765,2
23766,1
23767,4
23768,1
23769,3
23770,5
23771,9
23772,2
23773,3
23774,10
23775,6
23776,6
23777,1
23778,3
23779,3
23780,5
23781,3
23782,6
23783,5
23784,6
23785,2
23786,8
23787,3
23788,5
23789,2
23790,5
23791,6
23792,5
23793,2
23794,3
23795,4
23796,5
23797,1
23798,4
23799,5
23800,3
23801,2
23802,4
23803,6
23804,3
23805,4
23806,2
23807,5
23808,2
23809,4
23810,2
23811,2
23812,4
23813,5
23814,7
23815,2
23816,7
23817,4
23818,5
23819,5
23820,3
23821,5
23822,9
23823,3
23824,4
23825,1
23826,3
23827,0
23828,3
23829,5
23830,4
23831,2
23832,3
23833,5
23834,4
23835,3
23836,4
23837,8
23838,3
23839,6
23840,2
23841,4
23842,3
23843,5
23844,4
23845,0
23846,6
23847,4
23848,4
23849,7
23850,5
23851,5
23852,4
23853,3
23854,0
23855,4
23856,5
23857,6
23858,3
23859,3
23860,2
23861,4
23862,6
23863,0
23864,4
23865,4
23866,3
23867,0
23868,4
23869,2
23870,2
23871,4
23872,6
23873,2
23874,1
23875,5
23876,3
23877,6
23878,4
23879,4
23880,6
23881,2
23882,3
23883,4
23884,3
23885,5
23886,0
23887,3
23888,3
23889,6
23890,3
23891,4
23892,2
23893,8
23894,7
23895,3
23896,3
23897,6
23898,3
23899,3
23900,1
23901,5
23902,5
23903,10
23904,2
23905,3
23906,1
23907,6
23908,8
23909,4
23910,4
23911,5
23912,2
23913,2
23914,4
23915,2
23916,1
23917,10
23918,6
23919,3
23920,3
23921,0
23922,5
23923,6
23924,2
23925,3
23926,3
23927,2
23928,8
23929,2
23930,0
23931,3
23932,0
23933,1
23934,5
23935,1
23936,6
23937,4
23938,3
23939,4
23940,3
23941,5
23942,10
23943,6
23944,2
23945,2
23946,5
23947,5
23948,4
23949,3
23950,4
23951,6
23952,7
23953,2
23954,2
23955,2
23956,3
23957,6
23958,7
23959,5
23960,6
23961,8
23962,3
23963,6
23964,1
23965,6
23966,4
23967,4
23968,7
23969,8
23970,6
23971,3
23972,6
23973,5
23974,5
23975,1
23976,7
23977,1
23978,4
23979,2
23980,7
23981,2
23982,3
23983,5
23984,1
23985,5
23986,0
23987,4
23988,7
23989,3
23990,5
23991,4
23992,3
23993,2
23994,3
23995,5
23996,4
23997,7
23998,3
23999,4
24000,6
24001,5
24002,4
24003,8
24004,1
24005,5
24006,1
24007,3
24008,2
24009,5
24010,6
24011,1
24012,7
24013,6
24014,6
24015,11
24016,3
24017,5
24018,3
24019,6
24020,4
24021,2
24022,4
24023,4
24024,9
24025,2
24026,5
24027,6
24028,4
24029,5
24030,2
24031,2
24032,5
24033,3
24034,0
24035,2
24036,5
24037,9
24038,5
24039,6
24040,4
24041,8
24042,5
24043,7
24044,2
24045,4
24046,4
24047,6
24048,3
24049,8
24050,3
24051,5
24052,7
24053,3
24054,4
24055,6
24056,4
24057,5
24058,3
24059,5
24060,3
24061,2
24062,2
24063,3
24064,2
24065,2
24066,2
24067,4
24068,4
24069,4
24070,3
24071,5
24072,7
24073,3
24074,6
24075,7
24076,6
24077,6
24078,7
24079,3
24080,3
24081,1
24082,2
24083,6
24084,6
24085,2
24086,0
24087,3
24088,2
24089,3
24090,5
24091,6
24092,4
24093,2
24094,4
24095,8
24096,2
24097,3
24098,4
24099,7
24100,7
24101,0
24102,2
24103,3
24104,6
24105,3
24106,5
24107,5
24108,5
24109,3
24110,2
24111,2
24112,1
24113,6
24114,3
24115,4
24116,1
24117,5
24118,4
24119,7
24120,3
24121,5
24122,3
24123,5
24124,1
24125,3
24126,2
24127,3
24128,7
24129,3
24130,2
24131,5
24132,4
24133,3
24134,5
24135,3
24136,7
24137,4
24138,4
24139,3
24140,5
24141,4
24142,1
24143,1
24144,4
24145,4
24146,3
24147,1
24148,4
24149,0
24150,7
24151,3
24152,4
24153,4
24154,6
24155,5
24156,2
24157,1
24158,5
24159,2
24160,3
24161,4
24162,3
24163,2
24164,3
24165,7
24166,5
24167,2
24168,3
24169,6
24170,3
24171,3
24172,6
24173,5
24174,2
24175,3
24176,3
24177,2
24178,2
24179,4
24180,8
24181,3
24182,5
24183,3
24184,3
24185,3
24186,6
24187,6
24188,3
24189,1
24190,5
24191,4
24192,5
24193,6
24194,5
24195,3
24196,2
24197,5
24198,3
24199,5
24200,5
24201,3
24202,5
24203,5
24204,5
24205,2
24206,6
24207,5
24208,6
24209,2
24210,4
24211,5
24212,3
24213,2
24214,9
24215,1
24216,4
24217,2
24218,8
24219,8
24220,4
24221,6
24222,3
24223,7
24224,5
24225,5
24226,6
24227,2
24228,8
24229,5
24230,6
24231,5
24232,2
24233,6
24234,4
24235,4
24236,1
24237,5
24238,10
24239,3
24240,3
24241,5
24242,8
24243,5
24244,6
24245,7
24246,8
24247,5
24248,3
24249,4
24250,6
24251,3
24252,4
24253,5
24254,3
24255,1
24256,3
24257,5
24258,5
24259,3
24260,4
24261,1
24262,6
24263,1
24264,4
24265,0
24266,7
24267,5
24268,5
24269,6
24270,3
24271,5
24272,5
24273,4
24274,1
24275,4
24276,1
24277,1
24278,2
24279,3
24280,4
24281,7
24282,7
24283,3
24284,4
24285,8
24286,4
24287,5
24288,3
24289,4
24290,6
24291,5
24292,5
24293,4
24294,9
24295,2
24296,1
24297,2
24298,3
24299,2
24300,3
24301,2
24302,3
24303,4
24304,5
24305,7
24306,1
24307,2
24308,5
24309,4
24310,2
24311,6
24312,6
24313,3
24314,2
24315,3
24316,3
24317,3
24318,9
24319,6
24320,4
24321,3
24322,2
24323,3
24324,7
24325,5
24326,7
24327,4
24328,5
24329,4
24330,2
24331,3
24332,2
24333,2
24334,4
24335,3
24336,6
24337,2
24338,7
24339,6
24340,5
24341,1
24342,3
24343,6
24344,3
24345,7
24346,8
24347,7
24348,4
24349,1
24350,4
24351,1
24352,6
24353,4
24354,6
24355,5
24356,4
24357,4
24358,3
24359,7
24360,5
24361,6
24362,0
24363,2
24364,4
24365,3
24366,7
24367,5
24368,1
24369,1
24370,1
24371,0
24372,2
24373,6
24374,5
24375,1
24376,2
24377,3
24378,7
24379,1
24380,3
24381,3
24382,7
24383,4
24384,3
24385,4
24386,4
24387,6
24388,4
24389,5
24390,3
24391,3
24392,4
24393,5
24394,9
24395,6
24396,7
24397,2
24398,4
24399,1
24400,2
24401,2
24402,5
24403,3
24404,1
24405,1
24406,4
24407,4
24408,5
24409,4
24410,2
24411,5
24412,6
24413,4
24414,6
24415,4
24416,5
24417,4
24418,8
24419,12
24420,2
24421,2
24422,4
24423,6
24424,1
24425,2
24426,2
24427,5
24428,3
24429,2
24430,4
24431,5
24432,4
24433,3
24434,4
24435,7
24436,6
24437,3
24438,3
24439,7
24440,3
24441,5
24442,6
24443,1
24444,4
24445,4
24446,4
24447,3
24448,8
24449,1
24450,2
24451,4
24452,2
24453,5
24454,4
24455,5
24456,7
24457,2
24458,4
24459,3
24460,5
24461,3
24462,5
24463,5
24464,2
24465,4
24466,6
24467,3
24468,3
24469,1
24470,2
24471,2
24472,5
24473,4
24474,2
24475,1
24476,7
24477,8
24478,8
24479,3
24480,3
24481,5
24482,2
24483,2
24484,3
24485,4
24486,2
24487,5
24488,2
24489,5
24490,3
24491,5
24492,3
24493,0
24494,4
24495,3
24496,7
24497,2
24498,4
24499,4
24500,4
24501,4
24502,4
24503,2
24504,0
24505,2
24506,5
24507,4
24508,0
24509,3
24510,4
24511,4
24512,5
24513,5
24514,4
24515,4
24516,5
24517,4
24518,6
24519,5
24520,6
24521,9
24522,3
24523,3
24524,4
24525,8
24526,5
24527,1
24528,2
24529,3
24530,1
24531,5
24532,5
24533,3
24534,1
24535,4
24536,4
24537,2
24538,5
24539,4
24540,6
24541,5
24542,4
24543,6
24544,2
24545,4
24546,4
24547,5
24548,3
24549,2
24550,6
24551,6
24552,3
24553,6
24554,4
24555,4
24556,2
24557,5
24558,3
24559,2
24560,4
24561,3
24562,2
24563,3
24564,2
24565,3
24566,2
24567,5
24568,6
24569,3
24570,4
24571,4
24572,3
24573,2
24574,3
24575,3
24576,7
24577,4
24578,5
24579,4
24580,4
24581,4
24582,6
24583,6
24584,3
24585,2
24586,6
24587,1
24588,7
24589,2
24590,2
24591,5
24592,6
24593,2
24594,2
24595,6
24596,4
24597,3
24598,4
24599,3
24600,5
24601,3
24602,2
24603,6
24604,2
24605,3
24606,4
24607,2
24608,6
24609,2
24610,4
24611,2
24612,6
24613,1
24614,4
24615,3
24616,6
24617,7
24618,1
24619,5
24620,4
24621,7
24622,3
24623,5
24624,3
24625,4
24626,3
24627,2
24628,6
24629,5
24630,6
24631,5
24632,2
24633,2
24634,3
24635,11
24636,3
24637,2
24638,1
24639,4
24640,4
24641,5
24642,4
24643,1
24644,1
24645,4
24646,2
24647,8
24648,6
24649,6
24650,0
24651,6
24652,4
24653,2
24654,4
24655,4
24656,7
24657,3
24658,3
24659,5
24660,7
24661,5
24662,3
24663,8
24664,3
24665,5
24666,2
24667,6
24668,8
24669,3
24670,2
24671,1
24672,5
24673,4
24674,4
24675,5
24676,5
24677,2
24678,2
24679,2
24680,4
24681,3
24682,4
24683,3
24684,5
24685,2
24686,5
24687,6
24688,8
24689,3
24690,6
24691,8
24692,2
24693,3
24694,4
24695,4
24696,2
24697,1
24698,8
24699,6
24700,5
24701,6
24702,2
24703,3
24704,2
24705,6
24706,2
24707,1
24708,5
24709,9
24710,7
24711,3
24712,4
24713,1
24714,3
24715,5
24716,4
24717,2
24718,1
24719,8
24720,3
24721,6
24722,4
24723,6
24724,2
24725,4
24726,8
24727,6
24728,3
24729,1
24730,6
24731,4
24732,2
24733,3
24734,3
24735,6
24736,7
24737,3
24738,4
24739,0
24740,4
24741,4
24742,6
24743,5
24744,3
24745,2
24746,9
24747,5
24748,5
24749,3
24750,3
24751,6
24752,5
24753,4
24754,1
24755,3
24756,1
24757,4
24758,1
24759,1
24760,2
24761,1
24762,7
24763,3
24764,6
24765,2
24766,3
24767,9
24768,6
24769,7
24770,2
24771,3
24772,5
24773,3
24774,4
24775,2
24776,4
24777,4
24778,1
24779,5
24780,5
24781,3
24782,4
24783,3
24784,4
24785,5
24786,5
24787,6
24788,2
24789,2
24790,4
24791,4
24792,4
24793,5
24794,6
24795,6
24796,6
24797,2
24798,7
24799,5
24800,5
24801,6
24802,4
24803,2
24804,3
24805,5
24806,2
24807,6
24808,7
24809,2
24810,6
24811,3
24812,1
24813,9
24814,3
24815,2
24816,2
24817,4
24818,1
24819,1
24820,5
24821,4
24822,3
24823,7
24824,5
24825,3
24826,1
24827,0
24828,4
24829,2
24830,5
24831,2
24832,6
24833,3
24834,5
24835,3
24836,7
24837,2
24838,7
24839,5
24840,4
24841,2
24842,5
24843,2
24844,2
24845,3
24846,4
24847,5
24848,6
24849,4
24850,6
24851,4
24852,3
24853,3
24854,4
24855,3
24856,2
24857,5
24858,1
24859,5
24860,3
24861,5
24862,1
24863,5
24864,3
24865,6
24866,2
24867,7
24868,4
24869,3
24870,4
24871,4
24872,6
24873,8
24874,8
24875,3
24876,2
24877,2
24878,6
24879,1
24880,4
24881,3
24882,3
24883,2
24884,2
24885,6
24886,5
24887,1
24888,7
24889,1
24890,2
24891,2
24892,4
24893,3
24894,5
24895,6
24896,3
24897,3
24898,6
24899,4
24900,2
24901,4
24902,5
24903,2
24904,4
24905,3
24906,3
24907,8
24908,5
24909,1
24910,6
24911,2
24912,4
24913,3
24914,5
24915,6
24916,3
24917,4
24918,3
24919,3
24920,3
24921,4
24922,7
24923,5
24924,6
24925,5
24926,2
24927,0
24928,1
24929,5
24930,3
24931,3
24932,3
24933,2
24934,5
24935,0
24936,4
24937,5
24938,3
24939,3
24940,1
24941,4
24942,2
24943,4
24944,2
24945,3
24946,6
24947,7
24948,2
24949,5
24950,13
24951,1
24952,2
24953,1
24954,2
24955,4
24956,3
24957,4
24958,8
24959,6
24960,5
24961,8
24962,6
24963,0
24964,3
24965,1
24966,4
24967,6
24968,4
24969,1
24970,3
24971,5
24972,4
24973,0
24974,7
24975,8
24976,7
24977,3
24978,2
24979,7
24980,7
24981,9
24982,5
24983,6
24984,3
24985,2
24986,4
24987,3
24988,4
24989,5
24990,2
24991,7
24992,1
24993,7
24994,5
24995,3
24996,2
24997,4
24998,6
24999,5
25000,1
25001,8
25002,3
25003,2
25004,4
25005,3
25006,5
25007,2
25008,6
25009,6
25010,3
25011,1
25012,5
25013,3
25014,2
25015,1
25016,3
25017,5
25018,2
25019,6
25020,4
25021,3
25022,4
25023,2
25024,5
25025,2
25026,2
25027,2
25028,2
25029,2
25030,0
25031,9
25032,2
25033,5
25034,3
25035,2
25036,5
25037,4
25038,7
25039,4
25040,6
25041,4
25042,2
25043,3
25044,8
25045,4
25046,6
25047,8
25048,1
25049,6
25050,1
25051,3
25052,4
25053,0
25054,3
25055,4
25056,3
25057,2
25058,2
25059,6
25060,1
25061,4
25062,8
25063,5
25064,3
25065,1
25066,2
25067,3
25068,3
25069,6
25070,7
25071,5
25072,7
25073,6
25074,9
25075,1
25076,4
25077,4
25078,3
25079,1
25080,6
25081,5
25082,2
25083,7
25084,4
25085,3
25086,8
25087,5
25088,6
25089,2
25090,7
25091,3
25092,3
25093,7
25094,3
25095,2
25096,6
25097,2
25098,2
25099,1
25100,4
25101,2
25102,5
25103,9
25104,5
25105,6
25106,8
25107,4
25108,6
25109,1
25110,4
25111,5
25112,5
25113,4
25114,2
25115,3
25116,5
25117,10
25118,6
25119,3
25120,4
25121,8
25122,3
25123,7
25124,5
25125,8
25126,3
25127,6
25128,4
25129,4
25130,3
25131,6
25132,1
25133,3
25134,5
25135,2
25136,5
25137,2
25138,3
25139,6
25140,5
25141,4
25142,5
25143,2
25144,4
25145,7
25146,3
25147,2
25148,2
25149,5
25150,6
25151,3
25152,2
25153,2
25154,4
25155,5
25156,7
25157,5
25158,8
25159,5
25160,3
25161,3
25162,4
25163,2
25164,4
25165,3
25166,4
25167,6
25168,4
25169,5
25170,3
25171,4
25172,2
25173,4
25174,5
25175,7
25176,3
25177,1
25178,2
25179,5
25180,2
25181,4
25182,3
25183,4
25184,3
25185,5
25186,2
25187,3
25188,6
25189,5
25190,8
25191,4
25192,8
25193,9
25194,7
25195,3
25196,4
25197,3
25198,4
25199,3
25200,7
25201,2
25202,3
25203,7
25204,3
25205,2
25206,2
25207,3
25208,2
25209,4
25210,7
25211,0
25212,5
25213,0
25214,5
25215,6
25216,3
25217,2
25218,3
25219,4
25220,6
25221,3
25222,3
25223,4
25224,3
25225,3
25226,2
25227,3
25228,1
25229,4
25230,6
25231,3
25232,1
25233,2
25234,3
25235,7
25236,5
25237,4
25238,5
25239,3
25240,3
25241,5
25242,4
25243,2
25244,4
25245,5
25246,4
25247,2
25248,4
25249,6
25250,8
25251,6
25252,7
25253,3
25254,4
25255,8
25256,2
25257,6
25258,5
25259,1
25260,4
25261,5
25262,2
25263,2
25264,2
25265,2
25266,1
25267,5
25268,1
25269,6
25270,1
25271,3
25272,5
25273,3
25274,7
25275,4
25276,6
25277,9
25278,7
25279,8
25280,4
25281,3
25282,8
25283,2
25284,4
25285,4
25286,3
25287,6
25288,6
25289,7
25290,8
25291,1
25292,2
25293,1
25294,5
25295,2
25296,3
25297,3
25298,5
25299,3
25300,2
25301,3
25302,3
25303,2
25304,4
25305,3
25306,7
25307,7
25308,1
25309,5
25310,3
25311,1
25312,3
25313,6
25314,4
25315,3
25316,6
25317,6
25318,2
25319,2
25320,4
25321,3
25322,6
25323,3
25324,3
25325,3
25326,6
25327,3
25328,5
25329,5
25330,7
25331,5
25332,5
25333,6
25334,4
25335,8
25336,7
25337,1
25338,3
25339,0
25340,3
25341,5
25342,3
25343,2
25344,4
25345,5
25346,4
25347,2
25348,1
25349,2
25350,3
25351,2
25352,3
25353,5
25354,4
25355,6
25356,7
25357,5
25358,3
25359,8
25360,3
25361,3
25362,4
25363,6
25364,4
25365,9
25366,4
25367,2
25368,1
25369,6
25370,4
25371,4
25372,5
25373,4
25374,3
25375,4
25376,1
25377,1
25378,2
25379,5
25380,5
25381,5
25382,3
25383,9
25384,5
25385,1
25386,4
25387,1
25388,5
25389,4
25390,9
25391,2
25392,1
25393,7
25394,4
25395,4
25396,5
25397,1
25398,6
25399,5
25400,4
25401,6
25402,3
25403,5
25404,3
25405,2
25406,3
25407,5
25408,5
25409,6
25410,8
25411,2
25412,5
25413,3
25414,3
25415,4
25416,6
25417,6
25418,7
25419,2
25420,5
25421,2
25422,7
25423,2
25424,6
25425,2
25426,3
25427,4
25428,2
25429,6
25430,4
25431,8
25432,1
25433,3
25434,4
25435,1
25436,7
25437,2
25438,2
25439,3
25440,6
25441,6
25442,2
25443,2
25444,4
25445,9
25446,8
25447,2
25448,3
25449,4
25450,3
25451,6
25452,4
25453,2
25454,6
25455,1
25456,3
25457,6
25458,6
25459,6
25460,4
25461,5
25462,4
25463,1
25464,4
25465,7
25466,4
25467,1
25468,1
25469,4
25470,4
25471,11
25472,0
25473,3
25474,7
25475,2
25476,4
25477,1
25478,2
25479,7
25480,6
25481,5
25482,4
25483,6
25484,3
25485,5
25486,7
25487,2
25488,4
25489,5
25490,3
25491,12
25492,1
25493,1
25494,8
25495,3
25496,2
25497,1
25498,3
25499,2
25500,3
25501,3
25502,2
25503,3
25504,3
25505,3
25506,2
25507,1
25508,4
25509,4
25510,3
25511,1
25512,4
25513,5
25514,2
25515,3
25516,4
25517,4
25518,3
25519,4
25520,6
25521,4
25522,9
25523,5
25524,3
25525,3
25526,5
25527,6
25528,1
25529,7
25530,4
25531,3
25532,2
25533,2
25534,2
25535,7
25536,3
25537,1
25538,5
25539,0
25540,3
25541,4
25542,4
25543,4
25544,9
25545,6
25546,3
25547,3
25548,3
25549,4
25550,3
25551,5
25552,3
25553,0
25554,3
25555,1
25556,4
25557,3
25558,0
25559,5
25560,4
25561,5
25562,3
25563,4
25564,4
25565,4
25566,4
25567,5
25568,5
25569,4
25570,4
25571,5
25572,4
25573,1
25574,3
25575,3
25576,2
25577,3
25578,6
25579,2
25580,3
25581,5
25582,2
25583,5
25584,0
25585,5
25586,6
25587,2
25588,3
25589,3
25590,6
25591,6
25592,4
25593,6
25594,2
25595,2
25596,4
25597,3
25598,5
25599,6
25600,2
25601,2
25602,1
25603,3
25604,4
25605,8
25606,5
25607,8
25608,2
25609,4
25610,4
25611,3
25612,3
25613,6
25614,4
25615,5
25616,2
25617,4
25618,3
25619,3
25620,3
25621,5
25622,4
25623,2
25624,4
25625,4
25626,4
25627,1
25628,3
25629,0
25630,5
25631,0
25632,5
25633,4
25634,3
25635,3
25636,5
25637,6
25638,6
25639,3
25640,10
25641,1
25642,3
25643,3
25644,4
25645,4
25646,8
25647,7
25648,4
25649,3
25650,5
25651,5
25652,7
25653,5
25654,1
25655,2
25656,3
25657,3
25658,2
25659,5
25660,4
25661,3
25662,1
25663,1
25664,5
25665,8
25666,7
25667,9
25668,2
25669,2
25670,3
25671,5
25672,4
25673,11
25674,3
25675,0
25676,4
25677,1
25678,3
25679,8
25680,7
25681,7
25682,4
25683,4
25684,3
25685,4
25686,3
25687,4
25688,7
25689,6
25690,3
25691,3
25692,3
25693,10
25694,5
25695,3
25696,2
25697,3
25698,1
25699,2
25700,4
25701,3
25702,10
25703,6
25704,3
25705,0
25706,8
25707,4
25708,6
25709,3
25710,5
25711,3
25712,6
25713,3
25714,0
25715,4
25716,4
25717,2
25718,1
25719,3
25720,2
25721,6
25722,5
25723,3
25724,4
25725,3
25726,7
25727,2
25728,9
25729,3
25730,3
25731,1
25732,6
25733,2
25734,5
25735,7
25736,2
25737,1
25738,6
25739,5
25740,3
25741,5
25742,3
25743,2
25744,4
25745,3
25746,3
25747,4
25748,7
25749,5
25750,9
25751,6
25752,3
25753,1
25754,6
25755,8
25756,6
25757,6
25758,2
25759,8
25760,5
25761,0
25762,1
25763,2
25764,2
25765,1
25766,7
25767,2
25768,2
25769,4
25770,0
25771,0
25772,2
25773,10
25774,4
25775,5
25776,6
25777,6
25778,7
25779,2
25780,3
25781,2
25782,5
25783,9
25784,8
25785,3
25786,4
25787,3
25788,7
25789,3
25790,3
25791,2
25792,4
25793,5
25794,4
